#hg38.knownCanonical.chrom	hg38.knownCanonical.chromStart	hg38.knownCanonical.chromEnd	hg38.kgXref.geneSymbol	hg38.kgXref.description
chr9	126518839	126520773	AL356309.3	AL356309.3 (from geneSymbol)
chr9	126527617	126530343	AL356309.1	AL356309.1 (from geneSymbol)
chr9	126589593	126613700	AL161908.1	AL161908.1 (from geneSymbol)
chr9	126614442	126701032	LMX1B	Homo sapiens LIM homeobox transcription factor 1 beta (LMX1B), transcript variant 2, mRNA. (from RefSeq NM_001174147)
chr9	126640755	126641293	AL161908.2	AL161908.2 (from geneSymbol)
chr9	126805005	126838210	ZBTB43	Homo sapiens zinc finger and BTB domain containing 43 (ZBTB43), transcript variant 2, mRNA. (from RefSeq NM_001135776)
chr9	126860664	126885878	ZBTB34	zinc finger and BTB domain containing 34 (from HGNC ZBTB34)
chr9	126914773	127223164	RALGPS1	Homo sapiens Ral GEF with PH domain and SH3 binding motif 1 (RALGPS1), transcript variant 1, mRNA. (from RefSeq NM_014636)
chr9	127087331	127122883	ANGPTL2	Homo sapiens angiopoietin like 2 (ANGPTL2), mRNA. (from RefSeq NM_012098)
chr9	127213788	127221907	AL450263.1	AL450263.1 (from geneSymbol)
chr9	127263661	127393547	GARNL3	Homo sapiens GTPase activating Rap/RanGAP domain like 3 (GARNL3), transcript variant 2, mRNA. (from RefSeq NM_001286779)
chr9	127300092	127300982	AL450263.2	AL450263.2 (from geneSymbol)
chr9	127366769	127367397	AL445222.1	AL445222.1 (from geneSymbol)
chr9	127397141	127407898	SLC2A8	Homo sapiens solute carrier family 2 member 8 (SLC2A8), transcript variant 1, mRNA. (from RefSeq NM_014580)
chr9	127424381	127445372	ZNF79	Homo sapiens zinc finger protein 79 (ZNF79), transcript variant 1, mRNA. (from RefSeq NM_007135)
chr9	127447673	127451405	RPL12	Homo sapiens ribosomal protein L12 (RPL12), mRNA. (from RefSeq NM_000976)
chr9	127448500	127448630	SNORA65	Homo sapiens small nucleolar RNA, H/ACA box 65 (SNORA65), small nucleolar RNA. (from RefSeq NR_002449)
chr9	127451485	127503501	LRSAM1	Homo sapiens leucine rich repeat and sterile alpha motif containing 1 (LRSAM1), transcript variant 2, mRNA. (from RefSeq NM_001005373)
chr9	127470874	127470987	RF00019	RF00019 (from geneSymbol)
chr9	127505342	127569088	FAM129B	Homo sapiens family with sequence similarity 129 member B (FAM129B), transcript variant 1, mRNA. (from RefSeq NM_022833)
chr9	127612206	127692716	STXBP1	Homo sapiens syntaxin binding protein 1 (STXBP1), transcript variant 1, mRNA. (from RefSeq NM_003165)
chr9	127690097	127690840	AL162426.1	JP 2014500723-A/13154: Polycomb-Associated Non-Coding RNAs. (from mRNA LF205651)
chr9	127690686	127690795	MIR3911	Homo sapiens microRNA 3911 (MIR3911), microRNA. (from RefSeq NR_037473)
chr9	127706991	127714023	CFAP157	Homo sapiens cilia and flagella associated protein 157 (CFAP157), transcript variant 1, mRNA. (from RefSeq NM_001012502)
chr9	127713509	127724873	PTRH1	N-substituted aminoacyl-tRNA + H(2)O = N-  substituted amino acid + tRNA. (from UniProt Q86Y79)
chr9	127716065	127731600	TTC16	Homo sapiens tetratricopeptide repeat domain 16 (TTC16), transcript variant 1, mRNA. (from RefSeq NM_144965)
chr9	127731523	127735317	TOR2A	Homo sapiens torsin family 2 member A (TOR2A), transcript variant 7, mRNA. (from RefSeq NM_001252021)
chr9	127738316	127771438	SH2D3C	Homo sapiens SH2 domain containing 3C (SH2D3C), transcript variant 2, mRNA. (from RefSeq NM_005489)
chr9	127785832	127785923	MIR3960	Homo sapiens microRNA 3960 (MIR3960), microRNA. (from RefSeq NR_039767)
chr9	127785917	127786007	MIR2861	Homo sapiens microRNA 2861 (MIR2861), microRNA. (from RefSeq NR_036055)
chr9	127786048	127790787	CDK9	Homo sapiens cyclin dependent kinase 9 (CDK9), mRNA. (from RefSeq NM_001261)
chr9	127802874	127814069	FPGS	Homo sapiens folylpolyglutamate synthase (FPGS), transcript variant 4, non-coding RNA. (from RefSeq NR_110170)
chr9	127815016	127854636	ENG	Homo sapiens endoglin (ENG), transcript variant 2, mRNA. (from RefSeq NM_000118)
chr9	127816065	127822520	AL162586.1	Homo sapiens uncharacterized LOC102723566 (LOC102723566), long non-coding RNA. (from RefSeq NR_136302)
chr9	127832634	127832743	RF00019	RF00019 (from geneSymbol)
chr9	127841111	127841222	RNA5SP296	RNA, 5S ribosomal pseudogene 296 (from HGNC RNA5SP296)
chr9	127866479	127877743	AK1	Homo sapiens adenylate kinase 1 (AK1), transcript variant 2, mRNA. (from RefSeq NM_001318121)
chr9	127867863	127899591	AL157935.2	Homo sapiens cDNA FLJ13838 fis, clone THYRO1000756, weakly similar to ALPHA-N-ACETYLGALACTOSAMINIDE ALPHA-2,6-SIALYLTRANSFERASE (EC 2.4.99.-). (from mRNA AK023900)
chr9	127869414	127869495	MIR4672	Homo sapiens microRNA 4672 (MIR4672), microRNA. (from RefSeq NR_039819)
chr9	127885320	127899653	ST6GALNAC6	Homo sapiens ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 6 (ST6GALNAC6), transcript variant 1, mRNA. (from RefSeq NM_013443)
chr9	127907885	127917026	ST6GALNAC4	Homo sapiens ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4 (ST6GALNAC4), transcript variant 1, mRNA. (from RefSeq NM_175039)
chr9	127920878	127930797	PIP5KL1	Homo sapiens phosphatidylinositol-4-phosphate 5-kinase like 1 (PIP5KL1), transcript variant 1, mRNA. (from RefSeq NM_001135219)
chr9	127935098	127938484	DPM2	Homo sapiens dolichyl-phosphate mannosyltransferase subunit 2, regulatory (DPM2), mRNA. (from RefSeq NM_003863)
chr9	127937882	127940851	AL157935.1	AL157935.1 (from geneSymbol)
chr9	127940578	127980513	FAM102A	Homo sapiens family with sequence similarity 102 member A (FAM102A), transcript variant 1, mRNA. (from RefSeq NM_001035254)
chr9	128039134	128057362	AL360268.2	AL360268.2 (from geneSymbol)
chr9	128061232	128067321	NAIF1	Homo sapiens nuclear apoptosis inducing factor 1 (NAIF1), mRNA. (from RefSeq NM_197956)
chr9	128090968	128094457	AL360268.1	AL360268.1 (from geneSymbol)
chr9	128098303	128109245	SLC25A25	Homo sapiens solute carrier family 25 member 25 (SLC25A25), transcript variant 4, non-coding RNA. (from RefSeq NR_049766)
chr9	128108580	128118693	SLC25A25-AS1	Homo sapiens SLC25A25 antisense RNA 1 (SLC25A25-AS1), long non-coding RNA. (from RefSeq NR_033374)
chr9	128120692	128128462	PTGES2	Homo sapiens prostaglandin E synthase 2 (PTGES2), transcript variant 1, mRNA. (from RefSeq NM_025072)
chr9	128128528	128130628	PTGES2-AS1	Homo sapiens PTGES2 antisense RNA 1 (head to head) (PTGES2-AS1), long non-coding RNA. (from RefSeq NR_024425)
chr9	128149070	128153133	LCN2	Iron-trafficking protein involved in multiple processes  such as apoptosis, innate immunity and renal development. Binds  iron through association with 2,5-dihydroxybenzoic acid (2,5-  DHBA), a siderophore that shares structural similarities with  bacterial enterobactin, and delivers or removes iron from the  cell, depending on the context. Iron-bound form (holo-24p3) is  internalized following binding to the SLC22A17 (24p3R) receptor,  leading to release of iron and subsequent increase of  intracellular iron concentration. In contrast, association of the  iron-free form (apo-24p3) with the SLC22A17 (24p3R) receptor is  followed by association with an intracellular siderophore, iron  chelation and iron transfer to the extracellular medium, thereby  reducing intracellular iron concentration. Involved in apoptosis  due to interleukin-3 (IL3) deprivation: iron-loaded form increases  intracellular iron concentration without promoting apoptosis,  while iron-free form decreases intracellular iron levels, inducing  expression of the proapoptotic protein BCL2L11/BIM, resulting in  apoptosis. Involved in innate immunity, possibly by sequestrating  iron, leading to limit bacterial growth. (from UniProt P80188)
chr9	128160259	128163928	C9orf16	Homo sapiens chromosome 9 open reading frame 16 (C9orf16), mRNA. (from RefSeq NM_024112)
chr9	128166088	128204224	CIZ1	May regulate the subcellular localization of CIP/WAF1. (from UniProt Q9ULV3)
chr9	128203351	128255244	DNM1	Homo sapiens dynamin 1 (DNM1), transcript variant 1, mRNA. (from RefSeq NM_004408)
chr9	128244720	128244830	MIR199B	Homo sapiens microRNA 199b (MIR199B), microRNA. (from RefSeq NR_029619)
chr9	128244946	128245030	MIR3154	Homo sapiens microRNA 3154 (MIR3154), microRNA. (from RefSeq NR_036110)
chr9	128255828	128275989	GOLGA2	Homo sapiens golgin A2 (GOLGA2), mRNA. (from RefSeq NM_004486)
chr9	128276145	128288988	SWI5	Homo sapiens SWI5 homologous recombination repair protein (SWI5), transcript variant 2, mRNA. (from RefSeq NM_001318089)
chr9	128305160	128322742	TRUB2	Homo sapiens TruB pseudouridine synthase family member 2 (TRUB2), transcript variant 1, mRNA. (from RefSeq NM_015679)
chr9	128316336	128316909	AL359091.4	Sequence 99402 from Patent EP1572962. (from mRNA JD118378)
chr9	128322535	128334072	COQ4	Homo sapiens coenzyme Q4 (COQ4), transcript variant 1, mRNA. (from RefSeq NM_016035)
chr9	128340727	128361470	SLC27A4	Homo sapiens solute carrier family 27 member 4 (SLC27A4), mRNA. (from RefSeq NM_005094)
chr9	128342152	128342770	TMSB4XP4	thymosin beta 4, X-linked pseudogene 4 (from HGNC TMSB4XP4)
chr9	128371318	128392016	URM1	Homo sapiens ubiquitin related modifier 1 (URM1), transcript variant 4, non-coding RNA. (from RefSeq NR_049743)
chr9	128391460	128392016	AL359091.3	Sequence 2349 from Patent EP1572962. (from mRNA JD021325)
chr9	128392006	128393510	AL359091.1	Sequence 168 from Patent WO2005118806. (from mRNA CS266476)
chr9	128392617	128392714	MIR219A2	Homo sapiens microRNA 219a-2 (MIR219A2), microRNA. (from RefSeq NR_029837)
chr9	128392620	128392708	MIR219B	Homo sapiens microRNA 219b (MIR219B), microRNA. (from RefSeq NR_039815)
chr9	128420479	128437347	CERCAM	Homo sapiens cerebral endothelial cell adhesion molecule (CERCAM), transcript variant 1, mRNA. (from RefSeq NM_016174)
chr9	128431597	128432006	AL359091.5	AL359091.5 (from geneSymbol)
chr9	128444586	128446628	AL359091.2	AL359091.2 (from geneSymbol)
chr9	128456918	128494836	ODF2	Homo sapiens outer dense fiber of sperm tails 2 (ODF2), transcript variant 6, mRNA. (from RefSeq NM_153437)
chr9	128468956	128473012	ODF2-AS1	ODF2 antisense RNA 1 (from HGNC ODF2-AS1)
chr9	128504699	128542288	GLE1	Homo sapiens GLE1, RNA export mediator (GLE1), transcript variant 1, mRNA. (from RefSeq NM_001003722)
chr9	128528900	128552410	AL356481.1	AL356481.1 (from geneSymbol)
chr9	128543915	128543977	RNU7-171P	RNA, U7 small nuclear 171 pseudogene (from HGNC RNU7-171P)
chr9	128552589	128633658	SPTAN1	Homo sapiens spectrin alpha, non-erythrocytic 1 (SPTAN1), transcript variant 1, mRNA. (from RefSeq NM_001130438)
chr9	128595892	128596633	AL356481.2	AL356481.2 (from geneSymbol)
chr9	128630327	128631685	AL356481.3	AL356481.3 (from geneSymbol)
chr9	128633660	128656787	WDR34	Homo sapiens WD repeat domain 34 (WDR34), mRNA. (from RefSeq NM_052844)
chr9	128650997	128652145	VTI1BP4	vesicle transport through interaction with t-SNAREs 1B pseudogene 4 (from HGNC VTI1BP4)
chr9	128663133	128663578	HMGA1P4	high mobility group AT-hook 1 pseudogene 4 (from HGNC HMGA1P4)
chr9	128689225	128696388	SET	Homo sapiens SET nuclear proto-oncogene (SET), transcript variant 2, mRNA. (from RefSeq NM_003011)
chr9	128702522	128720918	PKN3	Homo sapiens protein kinase N3 (PKN3), transcript variant 1, mRNA. (from RefSeq NM_013355)
chr9	128709779	128710043	RN7SL560P	RNA, 7SL, cytoplasmic 560, pseudogene (from HGNC RN7SL560P)
chr9	128720868	128724106	ZDHHC12	Homo sapiens zinc finger DHHC-type containing 12 (ZDHHC12), transcript variant 5, mRNA. (from RefSeq NM_032799)
chr9	128724444	128733194	AL441992.1	Homo sapiens uncharacterized LOC100506100 (LOC100506100), long non-coding RNA. (from RefSeq NR_046240)
chr9	128729785	128771893	ZER1	Homo sapiens zyg-11 related cell cycle regulator (ZER1), mRNA. (from RefSeq NM_006336)
chr9	128745856	128746138	RF00017	Sequence 515877 from Patent EP1572962. (from mRNA JD534853)
chr9	128787203	128810432	TBC1D13	Homo sapiens TBC1 domain family member 13 (TBC1D13), transcript variant 1, mRNA. (from RefSeq NM_018201)
chr9	128818473	128822677	ENDOG	Homo sapiens endonuclease G (ENDOG), mRNA. (from RefSeq NM_004435)
chr9	128819650	128829821	SPOUT1	Homo sapiens SPOUT domain containing methyltransferase 1 (SPOUT1), mRNA. (from RefSeq NM_016390)
chr9	128833112	128882053	KYAT1	Homo sapiens kynurenine aminotransferase 1 (KYAT1), transcript variant 1, mRNA. (from RefSeq NM_004059)
chr9	128882111	128918039	LRRC8A	Homo sapiens leucine rich repeat containing 8 VRAC subunit A (LRRC8A), transcript variant 2, mRNA. (from RefSeq NM_019594)
chr9	128920894	128942037	PHYHD1	Homo sapiens phytanoyl-CoA dioxygenase domain containing 1 (PHYHD1), transcript variant 1, mRNA. (from RefSeq NM_001100876)
chr9	128941477	128957021	AL672142.1	The sequence shown here is derived from an Ensembl  automatic analysis pipeline and should be considered as  preliminary data. (from UniProt H7C4K7)
chr9	128945529	128947619	DOLK	Homo sapiens dolichol kinase (DOLK), mRNA. (from RefSeq NM_014908)
chr9	128947698	129007096	NUP188	Homo sapiens nucleoporin 188 (NUP188), mRNA. (from RefSeq NM_015354)
chr9	129004501	129004998	AL592211.1	AL592211.1 (from geneSymbol)
chr9	129007035	129028300	SH3GLB2	Homo sapiens SH3 domain containing GRB2 like, endophilin B2 (SH3GLB2), transcript variant 2, mRNA. (from RefSeq NM_020145)
chr9	129036933	129072082	MIGA2	Homo sapiens mitoguardin 2 (MIGA2), transcript variant 2, mRNA. (from RefSeq NM_001329990)
chr9	129081099	129090435	DOLPP1	Homo sapiens dolichyldiphosphatase 1 (DOLPP1), transcript variant 1, mRNA. (from RefSeq NM_020438)
chr9	129094809	129110804	CRAT	Carnitine acetylase is specific for short chain fatty  acids. Carnitine acetylase seems to affect the flux through the  pyruvate dehydrogenase complex. It may be involved as well in the  transport of acetyl-CoA into mitochondria. (from UniProt P43155)
chr9	129097853	129100266	AL158151.2	AL158151.2 (from geneSymbol)
chr9	129110949	129148944	PTPA	Homo sapiens protein phosphatase 2 phosphatase activator (PTPA), transcript variant 3, mRNA. (from RefSeq NM_021131)
chr9	129170433	129170940	AL158151.4	AL158151.4 (from geneSymbol)
chr9	129175551	129178262	IER5L	Homo sapiens immediate early response 5 like (IER5L), mRNA. (from RefSeq NM_203434)
chr9	129175806	129177575	AL158151.3	AL158151.3 (from geneSymbol)
chr9	129176770	129210548	AL158151.1	Homo sapiens cDNA FLJ41803 fis, clone NHNPC2002749. (from mRNA AK123797)
chr9	129258353	129259846	AL161785.2	AL161785.2 (from geneSymbol)
chr9	129259061	129261581	AL161785.3	AL161785.3 (from geneSymbol)
chr9	129282457	129285728	AL161785.1	Homo sapiens uncharacterized LOC101929331 (LOC101929331), long non-coding RNA. (from RefSeq NR_121587)
chr9	129321015	129324905	C9orf106	chromosome 9 open reading frame 106 (putative) (from HGNC C9orf106)
chr9	129328260	129328401	AL353803.5	AL353803.5 (from geneSymbol)
chr9	129341842	129359538	LINC01503	long intergenic non-protein coding RNA 1503 (from HGNC LINC01503)
chr9	129370169	129370461	RN7SL159P	RNA, 7SL, cytoplasmic 159, pseudogene (from HGNC RN7SL159P)
chr9	129380135	129380470	AL353803.3	AL353803.3 (from geneSymbol)
chr9	129430651	129447290	AL353803.2	AL353803.2 (from geneSymbol)
chr9	129438215	129439118	AL353803.1	AL353803.1 (from geneSymbol)
chr9	129480604	129482538	AL353803.4	Homo sapiens, clone IMAGE:5590162, mRNA. (from mRNA BC036799)
chr9	129495444	129502608	LINC00963	long intergenic non-protein coding RNA 963 (from HGNC LINC00963)
chr9	129575408	129584556	AL391056.1	Homo sapiens cDNA clone IMAGE:4812570. (from mRNA BC037833)
chr9	129608883	129635930	NTMT1	Homo sapiens N-terminal Xaa-Pro-Lys N-methyltransferase 1 (NTMT1), transcript variant 1, mRNA. (from RefSeq NM_001286796)
chr9	129612224	129620776	C9orf50	Homo sapiens chromosome 9 open reading frame 50 (C9orf50), mRNA. (from RefSeq NM_199350)
chr9	129636891	129642165	ASB6	Homo sapiens ankyrin repeat and SOCS box containing 6 (ASB6), transcript variant 1, mRNA. (from RefSeq NM_017873)
chr9	129640475	129641282	AL590369.1	AL590369.1 (from geneSymbol)
chr9	129665640	129722674	PRRX2	Homo sapiens paired related homeobox 2 (PRRX2), mRNA. (from RefSeq NM_016307)
chr9	129712895	129718635	PRRX2-AS1	Homo sapiens PRRX2 antisense RNA 1 (PRRX2-AS1), long non-coding RNA. (from RefSeq NR_132102)
chr9	129738330	129753047	PTGES	Homo sapiens prostaglandin E synthase (PTGES), mRNA. (from RefSeq NM_004878)
chr9	129791195	129791837	UBE2V1P4	ubiquitin conjugating enzyme E2 V1 pseudogene 4 (from HGNC UBE2V1P4)
chr9	129803152	129811281	TOR1B	Homo sapiens torsin family 1 member B (TOR1B), transcript variant 6, non-coding RNA. (from RefSeq NR_134113)
chr9	129812943	129824134	TOR1A	Homo sapiens torsin family 1 member A (TOR1A), mRNA. (from RefSeq NM_000113)
chr9	129827289	129835275	C9orf78	Homo sapiens chromosome 9 open reading frame 78 (C9orf78), mRNA. (from RefSeq NM_016520)
chr9	129835445	129881838	USP20	Homo sapiens ubiquitin specific peptidase 20 (USP20), transcript variant 1, mRNA. (from RefSeq NM_006676)
chr9	129869604	129869671	MIR6855	Homo sapiens microRNA 6855 (MIR6855), microRNA. (from RefSeq NR_106914)
chr9	129883692	129884170	AL158207.1	AL158207.1 (from geneSymbol)
chr9	129887186	130043162	FNBP1	Homo sapiens formin binding protein 1 (FNBP1), transcript variant 1, mRNA. (from RefSeq NM_015033)
chr9	129933535	129936541	AL158207.2	AL158207.2 (from geneSymbol)
chr9	130044712	130045081	AL136141.1	Sequence 14842 from Patent EP1572962. (from mRNA JD033818)
chr9	130053425	130140164	GPR107	Homo sapiens G protein-coupled receptor 107 (GPR107), transcript variant 3, mRNA. (from RefSeq NM_020960)
chr9	130120805	130120912	RF00019	RF00019 (from geneSymbol)
chr9	130140609	130144219	AL360004.1	Homo sapiens GPR107 adjacent cis regulating lncRNA (GPRACR), long non-coding RNA. (from RefSeq NR_135124)
chr9	130172577	130237304	NCS1	Homo sapiens neuronal calcium sensor 1 (NCS1), transcript variant 1, mRNA. (from RefSeq NM_014286)
chr9	130265881	130434123	HMCN2	Homo sapiens hemicentin 2 (HMCN2), mRNA. (from RefSeq NM_001291815)
chr9	130400265	130400565	RN7SL665P	RNA, 7SL, cytoplasmic 665, pseudogene (from HGNC RN7SL665P)
chr9	130444928	130501274	ASS1	Homo sapiens argininosuccinate synthase 1 (ASS1), transcript variant 2, mRNA. (from RefSeq NM_054012)
chr9	130579605	130638352	FUBP3	Homo sapiens far upstream element binding protein 3 (FUBP3), mRNA. (from RefSeq NM_003934)
chr9	130626296	130626363	MIR6856	Homo sapiens microRNA 6856 (MIR6856), microRNA. (from RefSeq NR_106915)
chr9	130651798	130652383	AL359092.2	Sequence 229595 from Patent EP1572962. (from mRNA JD248571)
chr9	130664593	130682981	PRDM12	Homo sapiens PR/SET domain 12 (PRDM12), mRNA. (from RefSeq NM_021619)
chr9	130693720	130704861	EXOSC2	Homo sapiens exosome component 2 (EXOSC2), transcript variant 1, mRNA. (from RefSeq NM_014285)
chr9	130713945	130885683	ABL1	Homo sapiens ABL proto-oncogene 1, non-receptor tyrosine kinase (ABL1), transcript variant b, mRNA. (from RefSeq NM_007313)
chr9	130724785	130725050	AL359092.1	AL359092.1 (from geneSymbol)
chr9	130892701	130896812	QRFP	Homo sapiens pyroglutamylated RFamide peptide (QRFP), mRNA. (from RefSeq NM_198180)
chr9	130902437	130939068	FIBCD1	Homo sapiens fibrinogen C domain containing 1 (FIBCD1), transcript variant 2, mRNA. (from RefSeq NM_001145106)
chr9	130933850	130945520	AL161733.1	AL161733.1 (from geneSymbol)
chr9	131009081	131093059	LAMC3	Homo sapiens laminin subunit gamma 3 (LAMC3), mRNA. (from RefSeq NM_006059)
chr9	131021167	131021306	RF00322	RF00322 (from geneSymbol)
chr9	131096475	131123152	AIF1L	Homo sapiens allograft inflammatory factor 1 like (AIF1L), transcript variant 3, mRNA. (from RefSeq NM_001185095)
chr9	131125560	131234670	NUP214	Homo sapiens nucleoporin 214 (NUP214), transcript variant 2, mRNA. (from RefSeq NM_005085)
chr9	131126989	131127091	RNU6-881P	RNA, U6 small nuclear 881, pseudogene (from HGNC RNU6-881P)
chr9	131132851	131167505	AL157938.2	AL157938.2 (from geneSymbol)
chr9	131189909	131194205	AL157938.3	AL157938.3 (from geneSymbol)
chr9	131240686	131241724	AL157938.1	AL157938.1 (from geneSymbol)
chr9	131258075	131276547	FAM78A	Homo sapiens family with sequence similarity 78 member A (FAM78A), mRNA. (from RefSeq NM_033387)
chr9	131289693	131309262	PLPP7	Homo sapiens phospholipid phosphatase 7 (inactive) (PLPP7), mRNA. (from RefSeq NM_032728)
chr9	131370932	131372514	AL354855.1	AL354855.1 (from geneSymbol)
chr9	131394092	131500197	PRRC2B	  Q96KQ7:EHMT2; NbExp=2; IntAct=EBI-744891, EBI-744366; (from UniProt Q5JSZ5)
chr9	131485664	131485750	SNORD62A	Homo sapiens small nucleolar RNA, C/D box 62A (SNORD62A), small nucleolar RNA. (from RefSeq NR_002914)
chr9	131490485	131490571	SNORD62B	Homo sapiens small nucleolar RNA, C/D box 62B (SNORD62B), small nucleolar RNA. (from RefSeq NR_003050)
chr9	131498804	131500171	AL358781.1	Homo sapiens LQFBS-1 mRNA, complete cds. (from mRNA AF062385)
chr9	131502901	131523806	POMT1	Homo sapiens protein O-mannosyltransferase 1 (POMT1), transcript variant 4, mRNA. (from RefSeq NM_001136113)
chr9	131516557	131522229	AL358781.2	AL358781.2 (from geneSymbol)
chr9	131523800	131531268	UCK1	Homo sapiens uridine-cytidine kinase 1 (UCK1), transcript variant 7, non-coding RNA. (from RefSeq NR_134667)
chr9	131545513	131558620	PRRT1B	proline rich transmembrane protein 1B (from HGNC PRRT1B)
chr9	131576777	131709721	RAPGEF1	Homo sapiens Rap guanine nucleotide exchange factor 1 (RAPGEF1), transcript variant 2, mRNA. (from RefSeq NM_198679)
chr9	131725167	131725467	RN7SL328P	RNA, 7SL, cytoplasmic 328, pseudogene (from HGNC RN7SL328P)
chr9	131782569	131782813	EIF4A1P3	eukaryotic translation initiation factor 4A1 pseudogene 3 (from HGNC EIF4A1P3)
chr9	131782859	131782958	RF00272	RF00272 (from geneSymbol)
chr9	131816191	131820988	AL160271.1	AL160271.1 (from geneSymbol)
chr9	131860106	132079908	MED27	Homo sapiens mediator complex subunit 27 (MED27), transcript variant 1, mRNA. (from RefSeq NM_004269)
chr9	132161946	132244534	NTNG2	Homo sapiens netrin G2 (NTNG2), mRNA. (from RefSeq NM_032536)
chr9	132261355	132354985	SETX	Homo sapiens senataxin (SETX), transcript variant 2, mRNA. (from RefSeq NM_001351527)
chr9	132375620	132406822	TTF1	Homo sapiens transcription termination factor 1 (TTF1), transcript variant 3, non-coding RNA. (from RefSeq NR_134525)
chr9	132410227	132573249	CFAP77	Homo sapiens cilia and flagella associated protein 77 (CFAP77), transcript variant 2, mRNA. (from RefSeq NM_001282957)
chr9	132421640	132421690	RNU5D-2P	RNA, U5D small nuclear 2, pseudogene (from HGNC RNU5D-2P)
chr9	132582184	132590266	BARHL1	Homo sapiens BarH like homeobox 1 (BARHL1), mRNA. (from RefSeq NM_020064)
chr9	132592996	132670401	DDX31	Homo sapiens DEAD-box helicase 31 (DDX31), transcript variant 8, non-coding RNA. (from RefSeq NR_136309)
chr9	132670034	132694955	GTF3C4	Homo sapiens general transcription factor IIIC subunit 4 (GTF3C4), transcript variant 2, non-coding RNA. (from RefSeq NR_133925)
chr9	132725577	132878777	AK8	adenylate kinase 8 (from HGNC AK8)
chr9	132768964	132770212	AL445645.1	AL445645.1 (from geneSymbol)
chr9	132878897	132890201	SPACA9	Homo sapiens sperm acrosome associated 9 (SPACA9), transcript variant 3, mRNA. (from RefSeq NM_018956)
chr9	132891347	132944633	TSC1	Homo sapiens TSC complex subunit 1 (TSC1), transcript variant 1, mRNA. (from RefSeq NM_000368)
chr9	132945550	132991687	GFI1B	Homo sapiens growth factor independent 1B transcriptional repressor (GFI1B), transcript variant 1, mRNA. (from RefSeq NM_004188)
chr9	132945706	132945771	MIR548AW	Homo sapiens microRNA 548aw (MIR548AW), microRNA. (from RefSeq NR_049862)
chr9	132962510	132962667	AL593851.1	Sequence 271250 from Patent EP1572962. (from mRNA JD290226)
chr9	132963731	132963793	RNU7-21P	RNA, U7 small nuclear 21 pseudogene (from HGNC RNU7-21P)
chr9	133019485	133020874	EEF1A1P5	eukaryotic translation elongation factor 1 alpha 1 pseudogene 5 (from HGNC EEF1A1P5)
chr9	133030688	133058503	GTF3C5	Homo sapiens general transcription factor IIIC subunit 5 (GTF3C5), transcript variant 2, mRNA. (from RefSeq NM_012087)
chr9	133051995	133052059	MIR6877	Homo sapiens microRNA 6877 (MIR6877), microRNA. (from RefSeq NR_106937)
chr9	133061977	133071861	CEL	Homo sapiens carboxyl ester lipase (CEL), mRNA. (from RefSeq NM_001807)
chr9	133082538	133087355	CELP	Homo sapiens carboxyl ester lipase pseudogene (CELP), non-coding RNA. (from RefSeq NR_001275)
chr9	133097719	133121176	RALGDS	Homo sapiens ral guanine nucleotide dissociation stimulator (RALGDS), transcript variant 1, mRNA. (from RefSeq NM_006266)
chr9	133098120	133163914	AL162417.1	Homo sapiens cDNA FLJ55326 complete cds, highly similar to Ral guanine nucleotide dissociation stimulator. (from mRNA AK293997)
chr9	133152947	133163945	GBGT1	Homo sapiens globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 (FORS blood group) (GBGT1), transcript variant 1, mRNA. (from RefSeq NM_021996)
chr9	133205279	133209250	OBP2B	Homo sapiens odorant binding protein 2B (OBP2B), transcript variant 1, mRNA. (from RefSeq NM_001288987)
chr9	133224904	133228591	LCN1P1	lipocalin 1 pseudogene 1 (from HGNC LCN1P1)
chr9	133255601	133275214	ABO	ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase (from HGNC ABO)
chr9	133302469	133302563	RF00019	RF00019 (from geneSymbol)
chr9	133317793	133318469	LCN1P2	lipocalin 1 pseudogene 2 (from HGNC LCN1P2)
chr9	133328773	133336398	SURF6	Homo sapiens surfeit 6 (SURF6), transcript variant 3, non-coding RNA. (from RefSeq NR_103874)
chr9	133337727	133337824	RF00019	RF00019 (from geneSymbol)
chr9	133338322	133347703	MED22	Component of the Mediator complex, a coactivator  involved in the regulated transcription of nearly all RNA  polymerase II-dependent genes. Mediator functions as a bridge to  convey information from gene-specific regulatory proteins to the  basal RNA polymerase II transcription machinery. Mediator is  recruited to promoters by direct interactions with regulatory  proteins and serves as a scaffold for the assembly of a functional  preinitiation complex with RNA polymerase II and the general  transcription factors. (from UniProt Q15528)
chr9	133338989	133339465	AL772161.1	Sequence 52660 from Patent EP1572962. (from mRNA JD071636)
chr9	133348213	133351426	RPL7A	Homo sapiens ribosomal protein L7a (RPL7A), mRNA. (from RefSeq NM_000972)
chr9	133349395	133349470	SNORD24	Homo sapiens small nucleolar RNA, C/D box 24 (SNORD24), small nucleolar RNA. (from RefSeq NR_002447)
chr9	133350094	133350168	SNORD36B	Homo sapiens small nucleolar RNA, C/D box 36B (SNORD36B), small nucleolar RNA. (from RefSeq NR_000017)
