#hg38.knownCanonical.chrom	hg38.knownCanonical.chromStart	hg38.knownCanonical.chromEnd	hg38.kgXref.geneSymbol	hg38.kgXref.description
chr22	30972856	30973093	RF01891	Sequence 160277 from Patent EP1572962. (from mRNA JD179253)
chr22	30973416	30973597	RF01892	Sequence 489154 from Patent EP1572962. (from mRNA JD508130)
chr22	30976514	30978848	AC004542.2	AC004542.2 (from geneSymbol)
chr22	30977515	30977858	AC004542.1	AC004542.1 (from geneSymbol)
chr22	31051629	31068327	AC005005.4	Sequence 237823 from Patent EP1572962. (from mRNA JD256799)
chr22	31059988	31060285	RN7SL633P	RNA, 7SL, cytoplasmic 633, pseudogene (from HGNC RN7SL633P)
chr22	31081318	31104623	SMTN	Homo sapiens smoothelin (SMTN), transcript variant 1, mRNA. (from RefSeq NM_134270)
chr22	31082155	31083565	AC005005.3	Homo sapiens cDNA clone IMAGE:4476475, complete cds. (from mRNA BC012026)
chr22	31104771	31120069	SELENOM	May function as a thiol-disulfide oxidoreductase that  participates in disulfide bond formation (By similarity). (from UniProt Q8WWX9)
chr22	31113016	31113396	AC005005.2	AC005005.2 (from geneSymbol)
chr22	31122993	31134696	INPP5J	Homo sapiens inositol polyphosphate-5-phosphatase J (INPP5J), transcript variant 3, mRNA. (from RefSeq NM_001002837)
chr22	31134808	31140607	PLA2G3	Homo sapiens phospholipase A2 group III (PLA2G3), mRNA. (from RefSeq NM_015715)
chr22	31155965	31156647	AC005005.1	Sequence 421424 from Patent EP1572962. (from mRNA JD440400)
chr22	31160061	31160119	MIR3928	Homo sapiens microRNA 3928 (MIR3928), microRNA. (from RefSeq NR_037496)
chr22	31160192	31207019	RNF185	Homo sapiens ring finger protein 185 (RNF185), transcript variant 6, non-coding RNA. (from RefSeq NR_024211)
chr22	31205263	31205616	RNF185-AS1	RNF185 antisense RNA 1 (from HGNC RNF185-AS1)
chr22	31212294	31280080	LIMK2	Homo sapiens LIM domain kinase 2 (LIMK2), transcript variant 2a, mRNA. (from RefSeq NM_005569)
chr22	31222744	31222853	RNU6-1128P	RNA, U6 small nuclear 1128, pseudogene (from HGNC RNU6-1128P)
chr22	31230070	31230172	RF00019	RF00019 (from geneSymbol)
chr22	31281592	31292528	PIK3IP1	Homo sapiens phosphoinositide-3-kinase interacting protein 1 (PIK3IP1), transcript variant 1, mRNA. (from RefSeq NM_052880)
chr22	31292498	31338021	PIK3IP1-AS1	PIK3IP1 antisense RNA 1 (head to head) (from HGNC PIK3IP1-AS1)
chr22	31305403	31305512	RNA5SP496	RNA, 5S ribosomal pseudogene 496 (from HGNC RNA5SP496)
chr22	31325803	31346232	PATZ1	Homo sapiens POZ/BTB and AT hook containing zinc finger 1 (PATZ1), transcript variant 1, mRNA. (from RefSeq NM_014323)
chr22	31346776	31348719	LINC01521	long intergenic non-protein coding RNA 1521 (from HGNC LINC01521)
chr22	31388732	31388837	RNU6-338P	RNA, U6 small nuclear 338, pseudogene (from HGNC RNU6-338P)
chr22	31399522	31434452	DRG1	Homo sapiens developmentally regulated GTP binding protein 1 (DRG1), mRNA. (from RefSeq NM_004147)
chr22	31439368	31489741	EIF4ENIF1	Homo sapiens eukaryotic translation initiation factor 4E nuclear import factor 1 (EIF4ENIF1), transcript variant 1, mRNA. (from RefSeq NM_019843)
chr22	31461663	31464204	AL096701.3	AL096701.3 (from geneSymbol)
chr22	31479382	31479489	RNU6-28P	RNA, U6 small nuclear 28, pseudogene (from HGNC RNU6-28P)
chr22	31496562	31618586	SFI1	Homo sapiens SFI1 centrin binding protein (SFI1), transcript variant 1, mRNA. (from RefSeq NM_001007467)
chr22	31521198	31521592	H2AFZP6	H2A histone family member Z pseudogene 6 (from HGNC H2AFZP6)
chr22	31538351	31538589	AL096701.2	JP 2014500723-A/192203: Polycomb-Associated Non-Coding RNAs. (from mRNA LF384700)
chr22	31559482	31559939	AL096701.1	JP 2014500723-A/192204: Polycomb-Associated Non-Coding RNAs. (from mRNA LF384701)
chr22	31620577	31638398	PISD	phosphatidylserine decarboxylase (from HGNC PISD)
chr22	31621466	31621531	MIR7109	Homo sapiens microRNA 7109 (MIR7109), microRNA. (from RefSeq NR_106959)
chr22	31681346	31750131	PRR14L	Homo sapiens proline rich 14 like (PRR14L), mRNA. (from RefSeq NM_173566)
chr22	31754000	31908033	DEPDC5	  Event=Alternative splicing; Named isoforms=8;  Name=1;    IsoId=O75140-1; Sequence=Displayed;  Name=2;    IsoId=O75140-2; Sequence=VSP_014933, VSP_014934;    Note=No experimental confirmation available;  Name=3;    IsoId=O75140-3; Sequence=VSP_014935;    Note=No experimental confirmation available;  Name=4;    IsoId=O75140-4; Sequence=VSP_014937;    Note=No experimental confirmation available;  Name=5;    IsoId=O75140-5; Sequence=VSP_014937, VSP_014938, VSP_014941,                             VSP_014942;    Note=No experimental confirmation available;  Name=6;    IsoId=O75140-6; Sequence=VSP_014936, VSP_014937, VSP_014938,                             VSP_014939, VSP_014940;    Note=No experimental confirmation available;  Name=7;    IsoId=O75140-7; Sequence=VSP_014932, VSP_014938;    Note=No experimental confirmation available;  Name=8;    IsoId=O75140-8; Sequence=VSP_014936, VSP_014937;    Note=No experimental confirmation available; (from UniProt O75140)
chr22	31754898	31956243	Z82190.2	Homo sapiens cDNA FLJ51102 complete cds, highly similar to DEP domain-containing protein 5. (from mRNA AK300737)
chr22	31757201	31757498	RN7SL20P	RNA, 7SL, cytoplasmic 20, pseudogene (from HGNC RN7SL20P)
chr22	31816378	31817491	AL022331.1	AL022331.1 (from geneSymbol)
chr22	31837237	31837298	RNU6-201P	RNA, U6 small nuclear 201, pseudogene (from HGNC RNU6-201P)
chr22	31890343	31891434	Z82190.1	Z82190.1 (from geneSymbol)
chr22	31933520	31945350	C22orf24	Homo sapiens chromosome 22 open reading frame 24 (C22orf24), transcript variant 4, non-coding RNA. (from RefSeq NR_126507)
chr22	31944460	31957603	YWHAH	Homo sapiens tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta (YWHAH), mRNA. (from RefSeq NM_003405)
chr22	31963356	31970400	AL008719.1	AL008719.1 (from geneSymbol)
chr22	31970860	31973475	LINC02558	long intergenic non-protein coding RNA 2558 (from HGNC LINC02558)
chr22	31981146	31981427	RN7SL305P	RNA, 7SL, cytoplasmic 305, pseudogene (from HGNC RN7SL305P)
chr22	32039489	32039896	Z74021.1	Homo sapiens mRNA for ribosomal protein S17, partial cds. (from mRNA AB055777)
chr22	32043031	32113029	SLC5A1	Homo sapiens solute carrier family 5 member 1 (SLC5A1), transcript variant 1, mRNA. (from RefSeq NM_000343)
chr22	32121976	32133469	AP1B1P1	Homo sapiens AP1B1 pseudogene 1 (AP1B1P1), non-coding RNA. (from RefSeq NR_040114)
chr22	32129688	32130612	Z83839.1	Z83839.1 (from geneSymbol)
chr22	32134027	32134133	AP1B1P2	adaptor related protein complex 1 beta 1 subunit pseudogene 2 (from HGNC AP1B1P2)
chr22	32141266	32143272	Z83839.2	Z83839.2 (from geneSymbol)
chr22	32149005	32159288	C22orf42	Homo sapiens chromosome 22 open reading frame 42 (C22orf42), mRNA. (from RefSeq NM_001010859)
chr22	32159453	32160392	AL008723.2	AL008723.2 (from geneSymbol)
chr22	32188399	32188487	RF02171	RF02171 (from geneSymbol)
chr22	32190437	32203477	RFPL2	Homo sapiens ret finger protein like 2 (RFPL2), transcript variant 2, mRNA. (from RefSeq NM_001098527)
chr22	32199918	32200234	IGLCOR22-1	immunoglobulin lambda constant/OR22-1 (pseudogene) (from HGNC IGLCOR22-1)
chr22	32205114	32269666	SLC5A4-AS1	SLC5A4 antisense RNA 1 (from HGNC SLC5A4-AS1)
chr22	32218475	32255341	SLC5A4	Homo sapiens solute carrier family 5 member 4 (SLC5A4), mRNA. (from RefSeq NM_014227)
chr22	32269380	32273110	CPSF1P1	cleavage and polyadenylation specific factor 1 pseudogene 1 (from HGNC CPSF1P1)
chr22	32273419	32277186	AL008723.1	AL008723.1 (from geneSymbol)
chr22	32284682	32285131	AL008723.3	AL008723.3 (from geneSymbol)
chr22	32327170	32343105	AL021937.3	AL021937.3 (from geneSymbol)
chr22	32354884	32361161	RFPL3	Homo sapiens ret finger protein like 3 (RFPL3), transcript variant 2, mRNA. (from RefSeq NM_006604)
chr22	32356675	32356988	IGLCOR22-2	immunoglobulin lambda constant/OR22-2 (pseudogene) (from HGNC IGLCOR22-2)
chr22	32362971	32363059	RF02171	RF02171 (from geneSymbol)
chr22	32362973	32382052	RFPL3S	RFPL3 antisense (from HGNC RFPL3S)
chr22	32368496	32368567	RF02172	RF02172 (from geneSymbol)
chr22	32376663	32384343	AL021937.1	Homo sapiens uncharacterized LOC339666 (LOC339666), long non-coding RNA. (from RefSeq NR_038918)
chr22	32376681	32377135	IGLVIVOR22-2	immunoglobulin lambda variable (IV)/OR22-2 (pseudogene) (from HGNC IGLVIVOR22-2)
chr22	32383785	32385631	AL021937.4	AL021937.4 (from geneSymbol)
chr22	32386667	32386868	AL021937.2	AL021937.2 (from geneSymbol)
chr22	32387581	32412255	RTCB	Homo sapiens RNA 2',3'-cyclic phosphate and 5'-OH ligase (RTCB), mRNA. (from RefSeq NM_014306)
chr22	32413846	32464484	BPIFC	Secreted (By similarity). (from UniProt Q8NFQ6)
chr22	32474675	32498829	FBXO7	Homo sapiens F-box protein 7 (FBXO7), transcript variant 1, mRNA. (from RefSeq NM_012179)
chr22	32512551	33058372	SYN3	Homo sapiens synapsin III (SYN3), transcript variant IIIc, mRNA. (from RefSeq NM_133633)
chr22	32583299	32584204	Z82246.1	Z82246.1 (from geneSymbol)
chr22	32635101	32635198	RNA5SP497	RNA, 5S ribosomal pseudogene 497 (from HGNC RNA5SP497)
chr22	32783176	32784982	Z73495.1	Z73495.1 (from geneSymbol)
chr22	32801700	32863043	TIMP3	Homo sapiens TIMP metallopeptidase inhibitor 3 (TIMP3), mRNA. (from RefSeq NM_000362)
chr22	33014979	33015461	Z83846.1	Z83846.1 (from geneSymbol)
chr22	33105382	33106059	Z82198.1	Z82198.1 (from geneSymbol)
chr22	33108528	33116294	LINC01640	Homo sapiens long intergenic non-protein coding RNA 1640 (LINC01640), long non-coding RNA. (from RefSeq NR_134617)
chr22	33137139	33137338	Z82198.3	Z82198.3 (from geneSymbol)
chr22	33164062	33166439	Z82198.2	Z82198.2 (from geneSymbol)
chr22	33272860	33920421	LARGE1	Glycosyltransferase which participates in glycosylation  of alpha-dystroglycan. May carry out the synthesis of glycoprotein  and glycosphingolipid sugar chains. May be involved in the  addition of a repeated disaccharide unit. (from UniProt O95461)
chr22	33320864	33322813	Z82173.1	Z82173.1 (from geneSymbol)
chr22	33436581	33436669	MIR4764	Homo sapiens microRNA 4764 (MIR4764), microRNA. (from RefSeq NR_039921)
chr22	33704785	33704920	SNORA50B	Homo sapiens small nucleolar RNA, H/ACA box 50B (SNORA50B), small nucleolar RNA. (from RefSeq NR_145833)
chr22	33704785	33704922	SNORA50B	Homo sapiens small nucleolar RNA, H/ACA box 50B (SNORA50B), small nucleolar RNA. (from RefSeq NR_145833)
chr22	33723831	33724912	LARGE-IT1	LARGE intronic transcript 1 (from HGNC LARGE-IT1)
chr22	33725026	33750843	LARGE-AS1	Homo sapiens LARGE antisense RNA 1 (LARGE-AS1), transcript variant 2, long non-coding RNA. (from RefSeq NR_038950)
chr22	33922421	33922766	Z73429.1	Z73429.1 (from geneSymbol)
chr22	34017472	34188425	LINC01643	long intergenic non-protein coding RNA 1643 (from HGNC LINC01643)
chr22	34208140	34209262	Z68323.1	Z68323.1 (from geneSymbol)
chr22	34589084	34591278	AL021877.1	Homo sapiens piRNA piR-50657, complete sequence. (from mRNA DQ583545)
chr22	34641178	34651862	AL021877.2	Sequence 117101 from Patent EP1572962. (from mRNA JD136077)
chr22	34703125	34704885	Z82196.1	Z82196.1 (from geneSymbol)
chr22	34711907	34724919	Z82196.2	Z82196.2 (from geneSymbol)
chr22	34997718	35002862	ISX-AS1	ISX antisense RNA 1 (from HGNC ISX-AS1)
chr22	35066135	35087387	ISX	Transcription factor that regulates gene expression in  intestine. May participate in vitamin A metabolism most likely by  regulating BCMO1 expression in the intestine (By similarity). (from UniProt Q2M1V0)
chr22	35119823	35231056	LINC01399	Homo sapiens long intergenic non-protein coding RNA 1399 (LINC01399), long non-coding RNA. (from RefSeq NR_126356)
chr22	35122660	35127419	Z99755.2	Z99755.2 (from geneSymbol)
chr22	35164303	35165347	Z99755.1	Z99755.1 (from geneSymbol)
chr22	35249771	35249833	RNU7-167P	RNA, U7 small nuclear 167 pseudogene (from HGNC RNU7-167P)
chr22	35257497	35295764	HMGXB4	Homo sapiens HMG-box containing 4 (HMGXB4), transcript variant 1, mRNA. (from RefSeq NM_001003681)
chr22	35298837	35299541	AL008635.1	AL008635.1 (from geneSymbol)
chr22	35299803	35347994	TOM1	Homo sapiens target of myb1 membrane trafficking protein (TOM1), transcript variant 6, non-coding RNA. (from RefSeq NR_024195)
chr22	35335639	35335758	MIR3909	Homo sapiens microRNA 3909 (MIR3909), microRNA. (from RefSeq NR_037471)
chr22	35336720	35336799	MIR6069	Homo sapiens microRNA 6069 (MIR6069), microRNA. (from RefSeq NR_106717)
chr22	35372173	35372621	Z82244.2	Homo sapiens transcribed RNA, enhancer RNA hHO-1 eRNA_E2, partial sequence, clone: human_HO-1_eRNA_E2. (from mRNA AB905426)
chr22	35376421	35377261	Z82244.1	Homo sapiens transcribed RNA, enhancer RNA hHO-1 eRNA_E1, partial sequence, clone: human_HO-1_eRNA_E1_1. (from mRNA AB905428)
chr22	35380834	35394214	HMOX1	Homo sapiens heme oxygenase 1 (HMOX1), mRNA. (from RefSeq NM_002133)
chr22	35400062	35425430	MCM5	Homo sapiens minichromosome maintenance complex component 5 (MCM5), mRNA. (from RefSeq NM_006739)
chr22	35501860	35503586	AL022334.1	Sequence 394721 from Patent EP1572962. (from mRNA JD413697)
chr22	35526931	35527415	AL022334.2	AL022334.2 (from geneSymbol)
chr22	35540867	35554001	RASD2	Homo sapiens RASD family member 2 (RASD2), mRNA. (from RefSeq NM_014310)
chr22	35606763	35623354	MB	Homo sapiens myoglobin (MB), transcript variant 2, mRNA. (from RefSeq NM_203377)
chr22	35626987	35635134	AL049747.1	Homo sapiens hypothetical gene supported by BC001801, mRNA (cDNA clone MGC:3170 IMAGE:3355513), complete cds. (from mRNA BC001801)
chr22	35648394	35668409	APOL6	Homo sapiens apolipoprotein L6 (APOL6), mRNA. (from RefSeq NM_030641)
chr22	35685939	35689373	AL049748.1	AL049748.1 (from geneSymbol)
chr22	35703802	35704176	MRPS16P3	mitochondrial ribosomal protein S16 pseudogene 3 (from HGNC MRPS16P3)
chr22	35717871	35729483	APOL5	Homo sapiens apolipoprotein L5 (APOL5), mRNA. (from RefSeq NM_030642)
chr22	35744204	36028425	RBFOX2	RNA-binding protein that regulates alternative splicing  events by binding to 5'-UGCAUGU-3' elements. Prevents binding of  U2AF2 to the 3'-splice site. Regulates alternative splicing of  tissue-specific exons and of differentially spliced exons during  erythropoiesis (By similarity). RNA-binding protein that seems to  act as a coregulatory factor of ER-alpha. (from UniProt O43251)
chr22	35897269	35898404	NDUFA9P1	NADH:ubiquinone oxidoreductase subunit A9 pseudogene 1 (from HGNC NDUFA9P1)
chr22	35992320	36000469	Z82217.1	Sequence 219519 from Patent EP1572962. (from mRNA JD238495)
chr22	36066532	36070110	Z95114.4	Sequence 238069 from Patent EP1572962. (from mRNA JD257045)
chr22	36070999	36085573	Z95114.1	Sequence 540230 from Patent EP1572962. (from mRNA JD559206)
chr22	36091147	36093352	Z95114.2	Sequence 201211 from Patent EP1572962. (from mRNA JD220187)
chr22	36137429	36139350	Z95114.3	Z95114.3 (from geneSymbol)
chr22	36140329	36160929	APOL3	Homo sapiens apolipoprotein L3 (APOL3), transcript variant alpha/d, mRNA. (from RefSeq NM_145640)
chr22	36172421	36172779	MTCO1P20	mitochondrially encoded cytochrome c oxidase I pseudogene 20 (from HGNC MTCO1P20)
chr22	36172933	36173948	MTCO2P20	mitochondrially encoded cytochrome c oxidase II pseudogene 20 (from HGNC MTCO2P20)
chr22	36174260	36174822	MTATP6P20	mitochondrially encoded ATP synthase 6 pseudogene 20 (from HGNC MTATP6P20)
chr22	36175166	36175854	MTCO3P20	mitochondrially encoded cytochrome c oxidase III pseudogene 20 (from HGNC MTCO3P20)
chr22	36175856	36176526	MTCYBP34	mitochondrially encoded cytochrome b pseudogene 34 (from HGNC MTCYBP34)
chr22	36178553	36179385	MTND1P10	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 1 pseudogene 10 (from HGNC MTND1P10)
chr22	36189128	36204833	APOL4	Homo sapiens apolipoprotein L4 (APOL4), transcript variant b, mRNA. (from RefSeq NM_145660)
chr22	36226209	36239954	APOL2	Homo sapiens apolipoprotein L2 (APOL2), transcript variant beta, mRNA. (from RefSeq NM_145637)
chr22	36253070	36267530	APOL1	Homo sapiens apolipoprotein L1 (APOL1), transcript variant 4, mRNA. (from RefSeq NM_001136541)
chr22	36281276	36388067	MYH9	Homo sapiens myosin heavy chain 9 (MYH9), mRNA. (from RefSeq NM_002473)
chr22	36286846	36286907	MIR6819	Homo sapiens microRNA 6819 (MIR6819), microRNA. (from RefSeq NR_106877)
chr22	36388625	36396517	FO393418.1	FO393418.1 (from geneSymbol)
chr22	36421272	36421644	RPS15AP38	ribosomal protein S15a pseudogene 38 (from HGNC RPS15AP38)
chr22	36440879	36440970	RF00019	RF00019 (from geneSymbol)
chr22	36445394	36454944	AL022313.2	AL022313.2 (from geneSymbol)
chr22	36467035	36482030	TXN2	Homo sapiens thioredoxin 2 (TXN2), mRNA. (from RefSeq NM_012473)
chr22	36487189	36507101	FOXRED2	Homo sapiens FAD dependent oxidoreductase domain containing 2 (FOXRED2), transcript variant 2, mRNA. (from RefSeq NM_001102371)
chr22	36510849	36529436	EIF3D	Homo sapiens eukaryotic translation initiation factor 3 subunit D (EIF3D), transcript variant 1, mRNA. (from RefSeq NM_003753)
chr22	36536655	36537604	AL022313.1	Sequence 304 from Patent EP3253886. (from mRNA LP895440)
chr22	36552164	36552700	AL022313.3	AL022313.3 (from geneSymbol)
chr22	36560869	36562915	AL022313.4	Sequence 7401 from Patent EP1572962. (from mRNA JD026377)
chr22	36563920	36703558	CACNG2	Homo sapiens calcium voltage-gated channel auxiliary subunit gamma 2 (CACNG2), mRNA. (from RefSeq NM_006078)
chr22	36703917	36721472	AL049749.1	Homo sapiens cDNA FLJ41638 fis, clone FEBRA2004813. (from mRNA AK123632)
chr22	36758201	36776153	IFT27	Homo sapiens intraflagellar transport 27 (IFT27), transcript variant 2, mRNA. (from RefSeq NM_006860)
chr22	36800683	36819479	PVALB	Homo sapiens parvalbumin (PVALB), transcript variant 1, mRNA. (from RefSeq NM_002854)
chr22	36816325	36819736	Z82185.1	Z82185.1 (from geneSymbol)
chr22	36847371	36870441	NCF4-AS1	Homo sapiens NCF4 antisense RNA 1 (NCF4-AS1), long non-coding RNA. (from RefSeq NR_147197)
chr22	36860987	36878015	NCF4	Homo sapiens neutrophil cytosolic factor 4 (NCF4), transcript variant 1, mRNA. (from RefSeq NM_000631)
chr22	36913627	36940449	CSF2RB	Homo sapiens colony stimulating factor 2 receptor beta common subunit (CSF2RB), mRNA. (from RefSeq NM_000395)
chr22	36950528	36953723	CSF2RBP1	colony stimulating factor 2 receptor beta common subunit pseudogene 1 (from HGNC CSF2RBP1)
chr22	36965247	36968172	LL22NC01-81G9.3	Homo sapiens uncharacterized protein FLJ39582-like (LL22NC01-81G9.3), long non-coding RNA. (from RefSeq NR_038954)
chr22	36991124	37007798	TEX33	Homo sapiens testis expressed 33 (TEX33), transcript variant 2, mRNA. (from RefSeq NM_178552)
chr22	37010858	37020183	TST	Homo sapiens thiosulfate sulfurtransferase (TST), transcript variant 2, mRNA. (from RefSeq NM_001270483)
chr22	37013224	37013319	RF00019	Homo sapiens RNA, has-miR-mizuguchi-188, complete sequence. (from mRNA AB372760)
chr22	37019634	37029801	MPST	Homo sapiens mercaptopyruvate sulfurtransferase (MPST), transcript variant 2, mRNA. (from RefSeq NM_001013436)
chr22	37051738	37063390	KCTD17	Homo sapiens potassium channel tetramerization domain containing 17 (KCTD17), transcript variant 2, mRNA. (from RefSeq NM_024681)
chr22	37055032	37055347	RN7SKP214	RNA, 7SK small nuclear pseudogene 214 (from HGNC RN7SKP214)
chr22	37065435	37109409	TMPRSS6	Homo sapiens transmembrane serine protease 6 (TMPRSS6), transcript variant 3, mRNA. (from RefSeq NM_001289001)
chr22	37080067	37082847	AL022314.1	AL022314.1 (from geneSymbol)
chr22	37125837	37149990	IL2RB	Homo sapiens interleukin 2 receptor subunit beta (IL2RB), transcript variant 3, mRNA. (from RefSeq NM_001346223)
chr22	37166756	37182850	Z82188.2	Z82188.2 (from geneSymbol)
chr22	37180166	37188289	C1QTNF6	Homo sapiens C1q and TNF related 6 (C1QTNF6), transcript variant 1, mRNA. (from RefSeq NM_031910)
chr22	37204237	37212322	SSTR3	Homo sapiens somatostatin receptor 3 (SSTR3), transcript variant 1, mRNA. (from RefSeq NM_001051)
chr22	37215737	37215891	Z82188.1	Z82188.1 (from geneSymbol)
chr22	37225260	37244270	RAC2	Homo sapiens Rac family small GTPase 2 (RAC2), mRNA. (from RefSeq NM_002872)
chr22	37282382	37315345	CYTH4	Homo sapiens cytohesin 4 (CYTH4), transcript variant 1, mRNA. (from RefSeq NM_013385)
chr22	37339582	37385283	ELFN2	extracellular leucine rich repeat and fibronectin type III domain containing 2 (from HGNC ELFN2)
chr22	37352189	37354839	Z94160.1	Homo sapiens uncharacterized LOC100506271 (LOC100506271), long non-coding RNA. (from RefSeq NR_110515)
chr22	37367959	37427470	ELFN2	Homo sapiens extracellular leucine rich repeat and fibronectin type III domain containing 2 (ELFN2), transcript variant 1, mRNA. (from RefSeq NM_052906)
chr22	37371683	37372858	Z94160.2	Homo sapiens KIAA1904 protein, mRNA (cDNA clone IMAGE:4837164). (from mRNA BC033336)
chr22	37469064	37486401	MFNG	Homo sapiens MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase (MFNG), transcript variant 1, mRNA. (from RefSeq NM_002405)
chr22	37490361	37519542	CARD10	Activates NF-kappa-B via BCL10 and IKK. (from UniProt Q9BWT7)
chr22	37550025	37551735	AL022315.1	AL022315.1 (from geneSymbol)
chr22	37560446	37569405	CDC42EP1	Homo sapiens CDC42 effector protein 1 (CDC42EP1), mRNA. (from RefSeq NM_152243)
chr22	37570245	37580080	LGALS2	Homo sapiens galectin 2 (LGALS2), mRNA. (from RefSeq NM_006498)
chr22	37578668	37578922	RF00017	Sequence 270057 from Patent EP1572962. (from mRNA JD289033)
chr22	37608474	37633564	GGA1	Homo sapiens golgi associated, gamma adaptin ear containing, ARF binding protein 1 (GGA1), transcript variant 1, mRNA. (from RefSeq NM_013365)
chr22	37639474	37656119	SH3BP1	Binds differentially to the SH3 domains of certain  proteins of signal transduction pathways. This protein binds  preferentially to the ABL1 proto-oncogene, SRC and GRB2. Shows GAP  activity for Rac-related proteins but not for Rho- or Ras-related  proteins. It inhibits PDGF-induced membrane ruffling mediated by  Rac (By similarity). (from UniProt Q9Y3L3)
chr22	37639692	37666932	Z83844.3	The sequence shown here is derived from an Ensembl  automatic analysis pipeline and should be considered as  preliminary data. (from UniProt F8WEQ3)
chr22	37641831	37658377	Z83844.2	Homo sapiens uncharacterized LOC101927051 (LOC101927051), long non-coding RNA. (from RefSeq NR_109952)
chr22	37658726	37666934	PDXP	Homo sapiens pyridoxal phosphatase (PDXP), mRNA. (from RefSeq NM_020315)
chr22	37669463	37669739	RN7SL385P	RNA, 7SL, cytoplasmic 385, pseudogene (from HGNC RN7SL385P)
chr22	37675607	37679806	LGALS1	Homo sapiens galectin 1 (LGALS1), mRNA. (from RefSeq NM_002305)
chr22	37686322	37693478	NOL12	Homo sapiens nucleolar protein 12 (NOL12), mRNA. (from RefSeq NM_024313)
chr22	37686413	37726503	Z83844.1	Homo sapiens trio-associated repeat on actin (TRIOBP) mRNA, complete cds. (from mRNA DQ278603)
chr22	37746227	37760346	TRIOBP	May regulate actin cytoskeletal organization, cell  spreading and cell contraction by directly binding and stabilizing  filamentous F-actin. The localized formation of TARA and TRIO  complexes coordinates the amount of F-actin present in stress  fibers. May also serve as a linker protein to recruit proteins  required for F-actin formation and turnover. (from UniProt Q9H2D6)
chr22	37805092	37807436	H1F0	Homo sapiens H1 histone family member 0 (H1F0), mRNA. (from RefSeq NM_005318)
chr22	37807911	37816899	GCAT	Homo sapiens glycine C-acetyltransferase (GCAT), transcript variant 2, mRNA. (from RefSeq NM_014291)
chr22	37823381	37825495	GALR3	Homo sapiens galanin receptor 3 (GALR3), mRNA. (from RefSeq NM_003614)
chr22	37830854	37844431	ANKRD54	Homo sapiens ankyrin repeat domain 54 (ANKRD54), transcript variant 2, non-coding RNA. (from RefSeq NR_036556)
chr22	37844271	37844371	MIR658	Homo sapiens microRNA 658 (MIR658), microRNA. (from RefSeq NR_030395)
chr22	37847677	37847774	MIR659	Homo sapiens microRNA 659 (MIR659), microRNA. (from RefSeq NR_030396)
chr22	37849371	37888782	EIF3L	Homo sapiens eukaryotic translation initiation factor 3 subunit L (EIF3L), transcript variant 1, mRNA. (from RefSeq NM_016091)
chr22	37876147	37895563	AL022311.1	Homo sapiens miAB28_pre miRNA, complete sequence. (from mRNA MF281517)
chr22	37891346	37891448	RNU6-900P	RNA, U6 small nuclear 900, pseudogene (from HGNC RNU6-900P)
chr22	37906296	37942822	MICALL1	Homo sapiens MICAL like 1 (MICALL1), mRNA. (from RefSeq NM_033386)
chr22	37943049	37944898	AL031587.5	Homo sapiens cDNA FLJ40020 fis, clone STOMA2006780. (from mRNA AK097339)
chr22	37943520	37953647	C22orf23	Homo sapiens chromosome 22 open reading frame 23 (C22orf23), transcript variant 1, mRNA. (from RefSeq NM_032561)
chr22	37950964	37951778	AL031587.3	Sequence 503462 from Patent EP1572962. (from mRNA JD522438)
chr22	37953662	37969312	POLR2F	Homo sapiens RNA polymerase II subunit F (POLR2F), transcript variant 5, non-coding RNA. (from RefSeq NR_125371)
chr22	37967562	37967624	MIR6820	Homo sapiens microRNA 6820 (MIR6820), microRNA. (from RefSeq NR_106878)
chr22	37972299	37987422	SOX10	Transcription factor that seems to function  synergistically with the POU domain protein TST-1/OCT6/SCIP. Could  confer cell specificity to the function of other transcription  factors in developing and mature glia (By similarity). (from UniProt P56693)
chr22	37988793	37988853	MIR4534	Homo sapiens microRNA 4534 (MIR4534), microRNA. (from RefSeq NR_039759)
chr22	38032164	38034228	AL031587.1	Homo sapiens, clone IMAGE:5393038, mRNA. (from mRNA BC042181)
chr22	38043229	38043920	AL031587.4	AL031587.4 (from geneSymbol)
chr22	38057179	38073940	AL031587.2	AL031587.2 (from geneSymbol)
chr22	38057199	38075701	PICK1	Homo sapiens protein interacting with PRKCA 1 (PICK1), transcript variant 3, mRNA. (from RefSeq NM_001039584)
chr22	38078133	38083142	SLC16A8	Homo sapiens solute carrier family 16 member 8 (SLC16A8), mRNA. (from RefSeq NM_013356)
chr22	38084888	38110670	BAIAP2L2	Homo sapiens BAI1 associated protein 2 like 2 (BAIAP2L2), mRNA. (from RefSeq NM_025045)
chr22	38090126	38091559	AL022322.1	Sequence 337353 from Patent EP1572962. (from mRNA JD356329)
